title,subtitle
Fogos de fim de ano já fazem vítimas na Alemanha,"Os fogos de fim de ano já fazem as primeiras vítimas na Alemanha, mesmo antes do réveillon, apesar de as leis do país proibirem a queima de fogos fora dos dias 31 de dezembro e 1° de janeiro. As autoridades do país apelam para que as pessoas tenham cuidado ao manusear os artefatos. ""Fogos de artifício não devem ser dados em mãos de crianças e, por lei, só podem ser detonados na véspera de Ano Novo e no primeiro dia do ano"", alertou neste sábado (30) a polícia de Dortmund, no oeste da Alemanha."
Rússia prende autor de atentado em São Petersburgo,"As autoridades russas informaram que ""localizaram e prenderam"" neste sábado (30) o autor do atentado contra um supermercado de São Petersburgo, que deixou 18 feridos na última quarta-feira (27)."
Mega-Sena paga amanhã maior prêmio da história: R$ 280 mi,"Com o maior prêmio da história das loterias brasileiras, a Mega-Sena da Virada sorteará um prêmio estimado em R$ 280 milhões neste domingo (31), a partir das 20h, com transmissão ao vivo pelos principais canais de televisão. Caso somente um apostador leve o prêmio, o novo milionário poderá se aposentar com uma fortuna equivalente a outro prêmio de loteria por mês, cerca de R$ 1,2 milhão, apenas investindo na poupança. O rendimento é suficiente para comprar um apartamento de luxo ou uma frota com 40 carros populares."
Rio Grande do Norte passa ao Exército controle da segurança,"O governo do Rio Grande do Norte transferiu o controle dos órgãos de segurança pública do estado para o Exército. A medida ocorre em meio à paralisação de policiais militares e civis devido ao atraso no pagamento dos salários, e após a autorização do governo federal para uso das Forças Armadas no estado."
Confira as atrações do réveillon no Rio de Janeiro,"No Rio de Janeiro, a programação do réveillon terá festa em nove bairros, incluindo a queima de fogos de Copacabana, que vai durar 17 minutos e consumir 25 toneladas de fogos de artifícios. O espetáculo deve ser visto por três milhões de pessoas, entre elas, muitos turistas que estão chegando à cidade. Os fogos serão colocados em balsas que ficarão no mar."
Brasileiro é preso na Venezuela por 'associação criminosa',"O governo da Venezuela confirmou que prendeu um brasileiro por suposta ligação com uma ""organização criminosa com tentáculos internacionais"". De acordo com o ""número dois"" do chavismo no país, Diosdado Cabello, Jonatan Diniz era um ""espião da CIA""."
Justiça bloqueia candidatura de maior rival de Putin,"O Supremo Tribunal da Rússia rejeitou neste sábado (30) um recurso apresentado por Alexei Navalny, umas das principais vozes de oposição ao presidente Vladimir Putin, para concorrer às eleições de março de 2018."
"EI reivindica explosão em São Petersburgo, na Rússia","O grupo terrorista Estado Islâmico (EI) reivindicou nesta sexta-feira (29) a autoria da explosão que feriu 13 pessoas em um supermercado de São Petersburgo, segunda maior cidade da Rússia, na última quarta (27)."
Dois acidentes matam 10 pessoas no Estado do Rio,"Dez pessoas morreram e pelo menos duas ficaram feridas em estado grave em dois acidentes na rodovia BR 101, na madrugada de hoje (30), no Estado do Rio de Janeiro, em direção ao Espírito Santo. O primeiro choque ocorreu por volta das 3 horas da madrugada, em Itaboraí, na região metropolitana do Rio. De acordo com a assessoria da concessionária Autopista Fluminense, um ônibus fretado saiu de São Paulo com 45 passageiros em direção às praias da Região dos Lagos - Cabo Frio, Arraial do Cabo, Búzios e outras localidades."
Réveillon no Rio deve ter chuvas; Salvador terá tempo bom,"Algumas capitais brasileiras devem passar o último dia de 2017 e dar as boas-vindas a 2018 com céu nublado e previsão de chuvas. Para o Nordeste, a previsão é de tempo bom na noite da virada."
"O monge 'mais letrado do mundo' que criou a base da computação há mais de 1,2 mil anos","A Idade Média, que começou com a queda do Império Romano, é frequentemente descrita como uma época de obscurantismo e declínio intelectual - os livros eram raros e a maioria das pessoas não sabia ler."
Os detetives voluntários que procuram aviões que sumiram sem deixar rastro,"Tudo começou com seis palavras ouvidas por acaso. O montanhista e explorador Robert Hyman estava dando uma festa em sua casa em Washington, nos Estados Unidos, em dezembro de 2007, três meses após o milionário Steve Fossett desaparecer quando sobrevoava a divisa entre os Estados de Nevada e da Califórnia."
Por que as pessoas estão saindo às ruas em protestos no Irã?,"Milhares de pessoas foram às ruas do Irã neste sábado manifestar em defesa da administração do presidente Hassan Rohani, depois de dois dias de protestos consecutivos contra o governo."
Coreia do Norte diz que 'avançará' com programa nuclear,"A Coreia do Norte informou neste sábado (30), através de sua agência de notícias oficial KCNA, que não vai parar com seu programa de desenvolvimento de armas nucleares enquanto os Estados Unidos e seus aliados ""não pararem com a chantagem e os exercícios de guerra"" na região."
Velejadores brasileiros presos com R$ 800 milhões em cocaína em Cabo Verde dizem ter sido enganados,"Foram 18 dias navegando em alto-mar, entre Natal (RN) e Cabo Verde, enfrentando princípio de incêndio, furacões, problemas elétricos, hidráulicos, motor de barco fundido, ondas gigantes, água entrando no casco, telefone via satélite quebrado e doenças."
Qual é a origem dos rituais de Ano Novo no Brasil?,"Há mais de 4 mil anos, já se comemorava o início de um novo ciclo no calendário. Mas naquela época, em vez de um ""ano"" novo, a passagem do tempo era contada pelas estações do ano."
Polícia denuncia brasileiras por notas falsas na Itália,"A Arma dos Carabineiros da Itália denunciou nesta sexta-feira (29) quatro pessoas, incluindo três brasileiras, por suspeita de emissão de notas de euro falsificadas."
Tudo o que você precisa saber sobre a ascensão e - aparente - queda do bitcoin em 2017,"Esse foi um ano e tanto para as criptomoedas. O bitcoin começou 2017 valendo menos de US$ 1 mil (aproximadamente R$ 3,3 mil) e, em dezembro, quase ultrapassou US$ 20 mil em meio a dois meses de grande flutuação."
