title,subtitle
Passagens aéreas promocionais ficaram mais caras em 2015,"Achar uma passagem de avião mais barata para viajar pelo Brasil ficou mais difícil em 2015 do que no ano passado, segundo análise feita pelo site Melhores Destinos. Se no ano passado as passagens promocionais de ida e volta custavam entre R$ 79 e R$ 99, neste ano, as promoções chegavam a R$ 139."
BNDES divulga mudanças no financiamento do programa Finame,"O Banco Nacional de Desenvolvimento Econômico e Social (BNDES) anunciou na última terça-feira (29) novas condições de financiamento do programa Finame, destinado à aquisição de bens de capital, ônibus e caminhões, e do Finame Agrícola, destinado à produção e comercialização de máquinas, implementos agrícolas e bens de informática e automação destinados à produção agropecuária. As novas condições entrarão em vigor a partir de janeiro. "
Economist prevê 2016 desastroso para o Brasil e culpa Dilma,"""Dilma Rousseff e o desastroso ano que vem pela frente"", diz a nova edição da revista britânica The Economist. Uma foto da presidente em pose cabisbaixa, sob a frase ""A Queda do Brasil"", ocupa a capa do primeiro número da publicação em 2016."
Como identificar os primeiros sinais de demência?,"O mal de Alzheimer tem se tornado uma doença cada vez mais comum em idosos. Só no Brasil, estimativas indicam que existem pelo menos 1,2 milhão de pessoas vivendo com esse problema. No mundo, são mais de 35 milhões, segundo relatório da Organização Mundial da Saúde (OMS)."
Pedaladas: Tesouro diz que governo pagou R$ 72 bilhões,"O Tesouro Nacional informou nesta quarta-feira (30) que a União pagou R$ 72,375 bilhões em passivos junto a bancos públicos e ao Fundo de Garantia por Tempo de Serviço (FGTS). Do total, R$ 55,572 bilhões se referem a passivos de 2014 e R$ 16,803 bilhões a obrigações de 2015."
Ipea: trabalho doméstico atrai menos as mulheres mais jovens,"Nos últimos dez anos houve um envelhecimento da categoria de trabalhadoras domésticas. Em 2004, as domésticas com idade entre 18 e 29 anos representavam 30% da categoria e, em 2014, o percentual caiu para 14%. O número pode indicar que a ocupação perdeu atratividade entre as mulheres mais jovens. Elas têm tido a chance de estudar mais e  entram no mercado de trabalho em outras ocupações."
Soldados e policiais belgas são acusados de orgia em alerta,"Vários militares e policiais belgas participaram de uma orgia em uma delegacia de polícia durante o período no qual Bruxelas esteve em alerta máximo por risco de atentado terrorista, segundo informaram vários meios de comunicação do país."
SP: estudantes querem barrar aumento do valor das passagens,"""Quem derrubou o decreto da reorganização vai derrubar a tarifa e fazer (Fernando) Haddad (PT) e (Geraldo) Alckmin (PSDB) recuarem."""
Estudo desvenda como era a Antártica há 80 milhões de anos ,"Pesquisadores brasileiros embarcam neste fim de ano em um desafio e tanto: tentar descobrir como foi o verão há 80 milhões de anos na Antártica. Parece roteiro de filme de aventura, mas é o projeto Paleoantar, que começou em 2007, e tem agora a sua segunda etapa."
Ladrão devolve dinheiro de vítima que o achou no Facebook,"Uma mulher que vive em Leuth, na Holanda, encontrou o ladrão que roubou sua carteira após procurá-lo no Facebook, e conseguiu convencê-lo a devolver o dinheiro que havia na cateira em parcelas, publicou nesta quarta-feira (30) o jornal AD."
"Crise síria, violência, mundo animal; veja 2015 em 8 fotos","Do corpo do menino sírio carregado por um policial numa praia da Turquia à ""onda"" de resíduos químicos que ainda se espalha por Minas Gerais e Espírito Santo."
"Novo salário mínimo: impacto no Orçamento será de R$ 30,2 bi","O aumento do salário mínimo de R$ 788 para R$ 880, estabelecido nesta terça-feira (29) por meio de decreto publicado no Diário Oficial da União, causará impacto total de R$ 30,2 bilhões às contas públicas em 2016. Segundo o Ministério do Planejamento, Orçamento e Gestão, o valor supera em R$ 4,77 bilhões o impacto de R$ 25,5 bilhões previsto inicialmente no Projeto de Lei Orçamentária Anual (Ploa)."
Maioria dos brasileiros prevê 2016 pior que 2015 com Dilma,"A maioria dos brasileiros acredita que a presidente Dilma Rousseff não terá condições de melhorar a vida da população em 2016. É o que mostra uma pesquisa realizada pela consultoria Ideia Inteligência, segundo a qual, 80% dos entrevistados optaram por essa resposta, quando perguntados se enxergam alguma possibilidade de a presidente recuperar seu padrão de vida."
Delator diz que diretor de empresa levou R$ 300 mil a Aécio,"O entregador de dinheiro do doleiro Alberto Youssef, Carlos Alexandre de Souza Rocha, afirmou em delação premiada que levou R$ 300 mil no segundo semestre de 2013 a um diretor da UTC Engenharia no Rio de Janeiro, que lhe disse que a soma iria ao senador Aécio Neves, segundo informações da Folha de S. Paulo."
